Threshold_Factor,Detected_Cells,True_Cells,False_Alarm_Cells,False_Cells,Detection_Rate,False_Alarm_Rate
15.350000000000001,15804,391135,1769,7849505,0.04040548659669935,0.00022536452935567275
15.4,15804,391135,1727,7849505,0.04040548659669935,0.0002200138734862899
15.450000000000001,15804,391135,1672,7849505,0.04040548659669935,0.00021300706222876473
15.5,15804,391135,1626,7849505,0.04040548659669935,0.00020714682008610735
15.55,15804,391135,1579,7849505,0.04040548659669935,0.0002011591813751313
15.600000000000001,15804,391135,1547,7849505,0.04040548659669935,0.00019708249118893486
15.65,15804,391135,1502,7849505,0.04040548659669935,0.00019134964561459607
15.700000000000001,15804,391135,1454,7849505,0.04040548659669935,0.0001852346103353014
15.75,15804,391135,1412,7849505,0.04040548659669935,0.00017988395446591856
15.8,15804,391135,1358,7849505,0.04040548659669935,0.00017300453977671203
15.850000000000001,15804,391135,1324,7849505,0.04040548659669935,0.0001686730564538783
15.9,15804,391135,1274,7849505,0.04040548659669935,0.00016230322803794634
15.950000000000001,15804,391135,1231,7849505,0.04040548659669935,0.00015682517560024485
16.0,15804,391135,1192,7849505,0.04040548659669935,0.00015185670943581792
16.05,15804,391135,1160,7849505,0.04040548659669935,0.00014778001924962148
16.1,15804,391135,1124,7849505,0.04040548659669935,0.00014319374279015047
16.150000000000002,15804,391135,1093,7849505,0.04040548659669935,0.00013924444917227266
16.2,15804,391135,1062,7849505,0.04040548659669935,0.00013529515555439484
16.25,15804,391135,1030,7849505,0.04040548659669935,0.00013121846536819838
16.3,15804,391135,982,7849505,0.04040548659669935,0.0001251034300889037
16.35,15804,391135,945,7849505,0.04040548659669935,0.00012038975706111405
